danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,song,track_id,artist,event,type,popularity
0.058,0.996,5,-17.803,1,0.0903,0.000896,0.977,0.554,0.00818,62.284,147122,4,Thunderive,7xZnOLMQY1yOWMZyB5Es6G,Feel The Weather,Rain,Weather,59
0.17,0.996,4,-22.638,0,0.0659,0.141,0.989,0.754,0.00266,122.995,173147,3,Night FX,6NjY2QmltNePODQYrqPXYE,Rainy Nights,Rain,Weather,59
0.157,0.947,9,-18.268,0,0.0586,0.0171,0.948,0.378,1e-05,99.21,154333,4,Berg & Sjo,6lZhsqlVmplDidqrUqCV8b,Pouring Rain And Thunder,Rain,Weather,58
0.0732,0.739,1,-26.256,1,0.0558,0.0539,0.95,0.588,0.0268,79.362,180000,3,Oluja,6pWat1ynyacwfE9gmyqw3B,Take Cover,Rain,Weather,58
0.0683,0.561,1,-29.603,1,0.0582,0.000973,0.959,0.482,0.0323,51.904,216062,4,Drivotra,4QMNrMy6bj0jWJtJO4GUfj,Sleep Under Cover,Rain,Weather,58
0.0779,0.982,2,-16.86,1,0.0653,0.214,0.996,0.28,0.00658,83.217,168780,4,Ray N.Y,44REx0lmsZcpfmkKrMvDp0,Cozy Rain,Rain,Weather,58
0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,248960,5,Sufjan Stevens,5GbVzc6Ex5LYlLJqzRQhuy,Mystery of Love,Rain,Weather,70
0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,Rain,Weather,91
0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204,4,SZA,3YJJjQPAbDT7mGpX3WtQ9A,Good Days,Rain,Weather,79
0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,184154,4,girl in red,1BYZxKSf0aTxp8ZFoeyM3d,we fell in love in october,Rain,Weather,25
0.592,0.416,1,-9.794,1,0.0246,0.882,0.000586,0.112,0.417,96.002,210080,4,The Paper Kites,41yIvlFgvGwxq8qTqAR7eG,Bloom - Bonus Track,Rain,Weather,0
0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,305747,3,Kodaline,0NlGoUyOJSuSHmngoibVAs,All I Want,Rain,Weather,80
0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4,Vance Joy,7yq4Qj7cqayVTp3FF9CWbm,Riptide,Rain,Weather,84
0.47,0.623,0,-5.655,1,0.0302,0.392,0.000439,0.0992,0.298,77.861,225973,4,Cage The Elephant,5n0CTysih20NYdT2S0Wpe8,Trouble,Rain,Weather,72
0.638,0.668,2,-3.442,1,0.0259,0.0822,0.0,0.0815,0.299,113.945,208766,4,Cage The Elephant,6EThJr4Dq1Y93JspecGU2F,Cigarette Daydreams,Rain,Weather,2
0.559,0.32,6,-7.694,1,0.0414,0.0644,0.132,0.173,0.497,147.366,341200,4,COIN,0nMqu5vN44GNv8UOQxmBJK,Malibu 1992,Rain,Weather,58
0.54,0.381,7,-14.323,1,0.0347,0.0217,0.000687,0.305,0.343,155.882,204991,4,girl in red,4WZXCrp6Uk8oLHfIQgL9It,i wanna be your girlfriend,Rain,Weather,0
0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.02,160097,4,The Lumineers,5NORWMFC27ywGSZxi8uquP,Ophelia,Rain,Weather,61
0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,252733,4,Passenger,0JmiBCpWc1IAc0et7Xm7FL,Let Her Go,Rain,Weather,1
0.678,0.484,5,-5.795,1,0.0361,0.529,2.01e-05,0.0766,0.493,82.004,239317,4,Sam Smith,7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,Rain,Weather,83
0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,187932,4,Kina,58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,Rain,Weather,72
0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,257720,4,Bruno Mars,0RUGuh2uSNFJpGMSsD1F5C,It Will Rain,Rain,Weather,72
0.593,0.263,4,-14.029,0,0.0567,0.844,5.36e-06,0.127,0.109,76.379,238520,4,Bon Iver,2cbic3TiUENlJX91y67ARR,Skinny Love,Rain,Weather,0
0.413,0.42,0,-6.444,1,0.0416,0.588,6.39e-05,0.11,0.185,84.126,172724,4,Sam Smith,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Rain,Weather,83
0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,228707,3,Alicia Keys,3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,Rain,Weather,81
0.715,0.372,5,-8.237,1,0.0443,0.638,0.0,0.169,0.474,91.931,201000,4,Sam Smith,3VlbOrM6nYPprVvzBZllE5,Too Good At Goodbyes,Rain,Weather,2
0.663,0.706,1,-4.972,0,0.0383,0.0654,0.0,0.115,0.474,122.013,257840,4,OneRepublic,6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,Rain,Weather,74
0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,232907,4,PUBLIC,5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,Rain,Weather,73
0.771,0.607,5,-12.02,0,0.113,0.336,0.0,0.122,0.79,90.039,101000,4,khai dreams,5mkRGTbm3BwPzNQL9oBV9e,Lost in You,Rain,Weather,0
0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,4,Tame Impala,6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Rain,Weather,86
0.707,0.767,7,-7.072,1,0.0323,0.0279,0.000295,0.169,0.832,139.985,204014,4,Dayglow,0zePbRMJ9sd7wsZRlbPQua,Hot Rod,Rain,Weather,1
0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,278769,4,Dayglow,64lsIF5pw0sJY0gV5kz0RN,Can I Call You Tonight?,Rain,Weather,14
0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4,Khalid,152lZdxL1OR0ZMW6KquMif,Location,Rain,Weather,77
0.608,0.168,0,-13.007,1,0.0895,0.885,0.0,0.165,0.469,122.774,175560,4,Lara Anderson,5bt5mhA34P1Dncbik5EGeJ,Build Me Up Buttercup,Rain,Weather,42
0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.927,204209,4,Yoke Lore,0FfZudphGgQTGeEV6AhmOs,Beige,Rain,Weather,0
0.725,0.199,2,-12.478,1,0.0357,0.982,0.00395,0.1,0.264,120.031,195359,4,Edith Whiskers,2qPSa6HXjzwa9sLhNGpA1T,Home,Rain,Weather,71
0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,278180,4,Daniel Caesar,7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),Rain,Weather,83
0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241693,4,Hozier,1CS7Sd1u5tWkstBhpssyjP,Take Me to Church,Rain,Weather,79
0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,179080,4,Kina,4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),Rain,Weather,76
0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4,Joji,0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,Rain,Weather,38
0.762,0.387,10,-8.643,0,0.0277,0.239,0.00756,0.13,0.273,109.959,239147,4,Angus & Julia Stone,5Z1U0knfYnsfvZycgDeOiC,Big Jet Plane,Rain,Weather,0
0.658,0.291,2,-10.572,1,0.0292,0.872,0.0,0.114,0.295,103.962,232533,4,Plain White T's,4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,Rain,Weather,79
0.824,0.448,0,-14.694,1,0.0945,0.756,3.5e-05,0.126,0.565,129.989,88644,4,Kuzu Mellow,2MrNxRfW3Ja9aFOdNu3vNC,Sunflower Feelings,Rain,Weather,0
0.506,0.48,5,-5.418,1,0.0266,0.449,0.0,0.147,0.351,86.042,204427,4,Post Malone,4H7WNRErSbONkM06blBoGc,Stay,Rain,Weather,72
0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,198213,3,Roar,0I1eFRytp4XRhLCjT6tZm7,I Can't Handle Change,Rain,Weather,55
0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,142000,4,Lil Peep,30bqVoKjX479ab90a8Pafp,Star Shopping,Rain,Weather,2
0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,249191,4,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,Ivy,Rain,Weather,84
0.439,0.274,0,-10.629,1,0.0312,0.502,0.00181,0.15,0.403,80.426,117395,4,Removebeforeflight,5M22tko5kHupHQ9DjGnUiU,School Globes,Rain,Weather,0
0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4,Arctic Monkeys,086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Rain,Weather,86
0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,213827,4,Bruno Mars,0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,Rain,Weather,87
0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,217867,4,Bruno Mars,161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Rain,Weather,82
0.674,0.578,10,-5.804,1,0.0408,0.331,0.0,0.135,0.34,145.07,231267,4,Post Malone,7dt6x5M1jzdTEt8oCbisTK,Better Now,Rain,Weather,80
0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,232852,4,Niall Horan,0qvzXomUDJVaUboy2wMfiS,This Town,Rain,Weather,80
0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,179499,4,Joy Again,1lpLrlyweOShEKXT1bpcDd,Looking Out for You,Rain,Weather,0
0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,178000,4,Wallows,57RA3JGafJm5zRtKJiKPIm,Are You Bored Yet? (feat. Clairo),Rain,Weather,82
0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,252231,4,Rex Orange County,4EpZ4eYuZOwPSSwyqpdHnJ,Sunflower,Rain,Weather,3
0.503,0.446,5,-6.279,1,0.0547,0.904,0.0,0.303,0.476,174.062,160661,4,guardin,78cIbVjU1xn7mbQ9i35avl,i think you're really cool,Rain,Weather,52
0.568,0.597,10,-9.631,1,0.0405,0.801,0.17,0.309,0.197,105.415,273059,3,Finn,40XwcZVS7Oh7VvBuOWrgkk,In Luv With U,Rain,Weather,52
0.576,0.157,8,-13.882,1,0.0914,0.795,0.156,0.0707,0.43,127.987,224768,4,Lonely$adboy,2zGUtylU2UYeg1oDfRJC36,This Is a Love Song Not a Sad Song,Rain,Weather,37
0.608,0.269,0,-7.201,1,0.0329,0.983,1.96e-06,0.337,0.389,126.372,135714,3,Christian Leave,6VrAgFXBbRX2PkT92lAoKK,Can't Help Falling in Love,Rain,Weather,51
0.513,0.318,0,-10.451,1,0.0314,0.796,0.0,0.177,0.249,81.923,160307,3,Jesse®,7DCQIOmpGV4nkHx7DQckJS,Bloom Later,Rain,Weather,54
0.637,0.864,8,-4.381,1,0.0468,0.484,0.0,0.222,0.706,99.995,214720,4,Vance Joy,2RiBogNRfulkNf7fVbPOrJ,Saturday Sun,Rain,Weather,71
0.521,0.268,1,-15.199,1,0.0407,0.739,0.177,0.0718,0.272,119.879,192500,4,khai dreams,6R5JpLDVRgRI6P2OQCjA4n,Drifting Away,Rain,Weather,0
0.693,0.403,0,-8.773,1,0.191,0.946,5.07e-06,0.104,0.677,115.621,157388,4,Chris Wright,1OJqtwMsA3RHmAYh6DHWYK,You're the Reason,Rain,Weather,37
0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.918,190348,4,FINNEAS,3n5te2xbUAPjzAnhLgA42z,Let's Fall in Love for the Night,Rain,Weather,0
0.517,0.206,5,-12.233,1,0.0421,0.924,0.0,0.118,0.489,80.401,189187,4,Death Cab for Cutie,3kZC0ZmFWrEHdUCmUqlvgZ,I Will Follow You into the Dark,Rain,Weather,65
0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.524,125667,4,The Beatles,3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,Rain,Weather,79
0.635,0.101,7,-15.911,1,0.0862,0.965,2.73e-05,0.0845,0.503,75.334,122000,4,Pity Party (Girls Club),6KCqGS8j1AOeD0188xv81O,Libra,Rain,Weather,0
0.707,0.455,6,-10.44,0,0.0374,0.136,0.00104,0.096,0.37,110.004,248736,4,Fran Vasilić,7Lf1IgNsW8GniX5Lf7e4AP,Japanese Pancakes,Rain,Weather,41
0.619,0.437,7,-11.756,1,0.0314,0.465,0.00619,0.0971,0.408,89.508,285053,4,John Mayer,3E6iea9uEmB7gRru4lyP6h,Stop This Train,Rain,Weather,62
0.495,0.238,1,-11.026,1,0.03,0.958,0.0118,0.0875,0.357,175.958,198200,4,John Mayer,78DwRIo6Vj6wqteyerGetr,The Heart of Life,Rain,Weather,65
0.599,0.449,7,-7.423,1,0.0529,0.161,2.66e-05,0.107,0.143,158.0,205116,3,Giveon,08HPWLi0YmRUStJzkQ1ffh,Stuck On You,Rain,Weather,54
0.762,0.604,7,-5.296,0,0.11,0.114,0.0,0.0271,0.847,168.007,97960,4,Dominic Fike,1SocftHhtuqF7k83eUhHiz,Babydoll,Rain,Weather,48
0.755,0.528,5,-14.475,1,0.0657,0.086,0.00642,0.202,0.362,107.724,217500,4,Rex Orange County,22vU1n5k6pOuY6VOnQo3oz,Paradise,Rain,Weather,0
0.281,0.0842,4,-17.476,1,0.0474,0.97,7.09e-06,0.0776,0.088,202.415,259735,4,Rex Orange County,7fxHpjrR6YwyFcp19P6tv6,Belly (The Grass Stains),Rain,Weather,0
0.608,0.305,4,-14.037,1,0.053,0.653,0.0,0.103,0.222,113.818,206975,4,Rex Orange County,02tvc9CFnTyHuSRlGeNv9w,Corduroy Dreams,Rain,Weather,0
0.567,0.263,5,-13.51,1,0.103,0.891,0.0,0.183,0.247,111.86,136000,4,Rex Orange County,6Jl3ZOX6MUOlyoUc721bsX,A Song About Being Sad,Rain,Weather,0
0.424,0.235,8,-20.423,1,0.0434,0.541,4.57e-05,0.136,0.187,120.204,241000,4,Rex Orange County,5UEURoNHyyLDFffVGCt07b,Know Love,Rain,Weather,0
0.573,0.2,9,-9.567,1,0.0805,0.906,0.0,0.134,0.333,121.255,135707,4,Rex Orange County,0obtypPnnrMAib3adZbcEG,Untitled,Rain,Weather,0
0.86,0.332,1,-10.263,1,0.22,0.807,0.0,0.106,0.26,140.949,115000,4,Rex Orange County,1wz7B02oOtrTW6SNLG0cSk,Edition,Rain,Weather,0
0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,262231,4,Rex Orange County,47Bg6IrMed1GPbxRgwH2aC,Best Friend,Rain,Weather,3
0.781,0.452,5,-9.798,0,0.26,0.78,3e-06,0.0902,0.463,163.899,171789,4,Rex Orange County,5WvDO1ZKap15ehQeNRHJ9H,Uno,Rain,Weather,0
0.399,0.235,5,-9.774,1,0.0334,0.734,1.56e-06,0.161,0.197,105.645,279693,3,Rex Orange County,2rXVtoLBHuXcNB5DVfIc9p,Happiness,Rain,Weather,2
0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,216880,3,Ricky Montgomery,2IVsRhKrx8hlQBOWy4qebo,Mr. Loverman,Rain,Weather,78
0.591,0.746,8,-7.762,1,0.0444,0.000729,0.0,0.127,0.432,107.965,194717,4,HUNNY,35Ki1lvKPC2sFBD3GmKdRG,Televised,Rain,Weather,59
0.524,0.532,6,-6.07,0,0.026,0.0285,7.86e-05,0.242,0.367,135.678,224893,4,Cage The Elephant,4dpEYOPcmHNfvERbiajp3G,Sweetie Little Jean,Rain,Weather,56
0.609,0.413,5,-11.407,1,0.0351,0.876,0.0239,0.0799,0.0697,130.969,238747,4,alt-J,0pCTr2E9CtulIwNprituKi,Ms,Rain,Weather,51
0.466,0.763,0,-4.448,1,0.0318,0.000501,0.0,0.0973,0.293,154.914,244693,4,Young the Giant,5Az8KU81g2aLBbJN67F2CI,Mind Over Matter,Rain,Weather,73
0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,253587,4,Arctic Monkeys,58ge6dfP91o9oXMzq3XkIS,505,Rain,Weather,80
0.469,0.19,4,-11.138,1,0.0373,0.919,0.0,0.107,0.325,125.103,219536,4,Sam Smith,64GRDrL1efgXclrhVCeuA0,Lay Me Down,Rain,Weather,5
0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,282206,4,The Backseat Lovers,1170VohRSx6GwE6QDCHPPH,Kilby Girl,Rain,Weather,75
0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684,4,Milky Chance,6vECYJHxYmm3Ydt3fF01pE,Stolen Dance,Rain,Weather,4
0.516,0.755,5,-3.724,1,0.0383,0.0633,0.00103,0.107,0.165,140.099,262173,4,Mother Mother,0zMAvsQmaQ4DGsmXtKixpn,Burning Pile,Rain,Weather,19
0.449,0.635,1,-8.301,1,0.275,0.0413,0.0,0.188,0.608,84.414,218493,4,Marc E. Bassy,7yCqehT9dKACTFy7YugP0J,You & Me,Rain,Weather,59
0.739,0.448,10,-10.28,0,0.138,0.189,0.0,0.118,0.553,81.044,206533,4,Khalid,248OFOZef6ShXv6DGgbnxU,Saved,Rain,Weather,64
0.441,0.219,8,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021,199120,4,Khalid,39KG4kom3enSx4GTThuDGt,Coaster,Rain,Weather,66
0.785,0.702,7,-4.517,1,0.0464,0.643,0.0,0.175,0.569,116.021,167640,4,Khalid,3JTtZUOiZljuWbNiasfHB6,Hopeless,Rain,Weather,53
0.71,0.405,9,-10.864,0,0.0519,0.777,0.000163,0.111,0.402,103.04,207960,4,Khalid,34izzOmykADkGT27pUjUvJ,Cold Blooded,Rain,Weather,53
0.678,0.575,1,-7.086,1,0.123,0.101,9.38e-06,0.116,0.367,100.007,241867,4,Khalid,4V3VshJLUTCIWa77YiAkvM,Winter,Rain,Weather,54
0.778,0.574,2,-7.775,0,0.0327,0.368,0.0,0.126,0.663,112.048,276227,4,Khalid,6SWHTMywuTXLFlMQ75cAuu,Keep Me,Rain,Weather,52
0.767,0.512,6,-6.777,1,0.0591,0.893,0.000223,0.103,0.489,123.921,207107,4,Khalid,1Ob94QesoxHSBrypyBbdfd,Shot Down,Rain,Weather,57
0.472,0.265,6,-10.059,0,0.0356,0.959,0.000499,0.1,0.204,111.558,170680,4,Khalid,67kXYrMTQbS7MVbXyGyxHm,Angels,Rain,Weather,54
0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,209160,4,Tove Lo,14OxJlLdcHNpgsm4DRwDOB,Habits (Stay High),Rain,Weather,75
0.583,0.344,2,-8.765,1,0.0559,0.774,0.0,0.143,0.581,65.203,110129,3,Brent Faiyaz,2J6OF7CkpdQGSfm1wdclqn,Clouded,Rain,Weather,81
0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,320467,4,Beach House,7H0ya83CMmgFcOhw0UB6ow,Space Song,Rain,Weather,79
0.514,0.424,0,-10.645,1,0.0282,0.918,0.849,0.126,0.416,71.114,90324,4,jagger finn,6S7o12almFeL57rbRvdY5l,Vas,Rain,Weather,71
0.73,0.457,9,-7.26,1,0.283,0.0705,0.0,0.124,0.549,111.352,208400,4,SZA,19woxaSpjOefa2JnAOoqW5,Garden (Say It Like Dat),Rain,Weather,70
0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,201800,4,SZA,4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,Rain,Weather,90
0.434,0.586,9,-7.612,1,0.138,0.753,0.0144,0.146,0.239,78.259,239613,4,SZA,6koKhrBBcExADvWuOgceNZ,Open Arms (feat. Travis Scott),Rain,Weather,82
0.358,0.284,7,-8.285,1,0.0285,0.805,0.0,0.183,0.276,99.796,180853,3,SZA,5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,Rain,Weather,87
0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519,347227,5,Drake,047fCsbO4NdmwCBn8pcUXl,Marvins Room,Rain,Weather,74
0.566,0.465,2,-11.714,1,0.235,0.0555,0.0,0.567,0.177,143.015,224720,4,Drake,6Z01gUquJsjJC67uNWm6P0,Shot For Me,Rain,Weather,69
0.658,0.594,9,-5.196,1,0.031,0.00934,4.99e-06,0.325,0.317,114.078,323747,4,The Weeknd,6VwBbL8CzPiC4QV66ay7oR,Wicked Games,Rain,Weather,68
0.397,0.172,6,-15.698,0,0.0445,0.841,6.78e-05,0.108,0.123,101.275,265120,4,Drake,4eSGSqP2TZvvX0kadZZttM,Doing It Wrong,Rain,Weather,69
0.446,0.239,1,-15.327,1,0.0876,0.574,7.76e-05,0.12,0.31,104.675,237733,4,Drake,0jF2AdhsalO1L7KkhK4LE5,Practice,Rain,Weather,78
0.764,0.394,8,-8.559,1,0.152,0.231,9.37e-05,0.117,0.465,92.009,158421,4,Brent Faiyaz,0oufSLnKQDoBFX5mgkDCgR,Trust,Rain,Weather,78
0.697,0.235,7,-8.651,1,0.0534,0.62,0.000144,0.107,0.378,99.947,320400,4,Drake,7JXZq0JgG2zTrSOAgY8VMC,Jungle,Rain,Weather,73
0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04,219692,4,Drake,6n3HGiq4v35D6eFOSwqYuo,Teenage Fever,Rain,Weather,80
0.682,0.51,6,-9.987,0,0.0441,0.143,4.46e-06,0.0797,0.191,120.097,314110,4,The Weeknd,4jBfUB4kQJCWOrjGLQqhO0,The Morning,Rain,Weather,71
0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,278180,4,Daniel Caesar,7zFXmv6vqI4qOt4yGf3jYZ,Get You (feat. Kali Uchis),Rain,Weather,83
0.645,0.418,6,-10.065,0,0.29,0.558,0.0003,0.562,0.123,96.963,140760,4,Summer Walker,644rGY6maSElnKVsAg1gJj,Girls Need Love,Rain,Weather,71
0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,220488,4,Drake,4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),Rain,Weather,78
0.45,0.352,1,-11.733,0,0.267,0.649,3.8e-06,0.249,0.408,102.679,252747,4,H.E.R.,6oEVnWKgPqIEPc53OYDNqG,Could've Been (feat. Bryson Tiller),Rain,Weather,77
0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,260776,3,Giveon,6qBFSepqLCuh5tehehc1bd,Like I Want You,Rain,Weather,75
0.431,0.349,7,-9.426,1,0.0325,0.434,7.02e-05,0.241,0.165,62.627,187027,3,Giveon,6LL5S3DGrUJ6cZRuDefguP,Lie Again,Rain,Weather,51
0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108,194613,4,Bryson Tiller,43PuMrRfbyyuz4QpZ3oAwN,Exchange,Rain,Weather,82
0.649,0.493,11,-7.645,0,0.11,0.586,0.000167,0.0667,0.277,104.542,231964,4,Daniel Caesar,23c9gmiiv7RCu7twft0Mym,Who Hurt You?,Rain,Weather,69
0.535,0.406,3,-7.681,0,0.0654,0.481,0.0,0.144,0.217,113.467,177446,4,Giveon,6qvtoU0gbkaOcTx6mnVDgV,Still Your Best,Rain,Weather,67
0.618,0.693,7,-5.943,0,0.45,0.246,0.0,0.112,0.454,170.982,283551,4,Drake,2KvHC9z14GSl4YpkNMX384,Do Not Disturb,Rain,Weather,75
0.624,0.532,0,-7.146,1,0.124,0.269,5.17e-05,0.158,0.362,76.453,253587,4,SZA,5fQBa4wkmq28xpSLOQ202K,Normal Girl,Rain,Weather,76
0.434,0.358,4,-14.857,0,0.266,0.937,0.0,0.739,0.897,109.921,55063,1,Giveon,2wP1SEiYQk9s1hFdyZIgEr,When It's All Said And Done,Rain,Weather,53
0.587,0.251,1,-9.017,1,0.0289,0.862,0.0,0.105,0.272,75.163,249316,4,Giveon,1TuSfYnKU5uKbYK1esQDLj,Another Heartbreak,Rain,Weather,55
0.347,0.378,8,-9.96,1,0.0354,0.857,0.0,0.118,0.61,173.482,168609,4,SZA,5ReIs3aH4wfBjp93QOtWAl,Kill Bill - Acoustic,Rain,Weather,49
0.543,0.449,1,-8.065,1,0.0463,0.345,0.0,0.157,0.29,132.609,249320,4,Bryson Tiller,5rgrBsAFYMun6yhtnLKRPz,Right My Wrongs,Rain,Weather,78
0.372,0.239,6,-11.314,0,0.0296,0.856,0.000175,0.168,0.127,113.451,102813,4,Miguel,1eUGmzzvahJjOSWgDHuRlv,Girl With The Tattoo Enter.lewd,Rain,Weather,84
0.577,0.523,0,-5.538,0,0.0429,0.491,0.0,0.147,0.29,134.93,231400,4,SZA,06u5LrUpbosQlQ1QJFhPpG,Drew Barrymore,Rain,Weather,73
0.688,0.518,5,-4.285,1,0.0283,0.0642,0.0,0.1,0.314,116.714,255333,4,Keyshia Cole,0W4NhJhcqKCqEP2GIpDCDq,Love,Rain,Weather,83
0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,242485,4,d4vd,78Sw5GDo6AlGwTwanjXbGh,Here With Me,Rain,Weather,30
0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,132631,4,d4vd,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,Rain,Weather,87
0.653,0.81,10,-5.449,1,0.0905,0.193,1.98e-06,0.357,0.417,145.918,266840,4,Chris Brown,1nUVjDtfeQlfj1Q527JWVb,All Back,Rain,Weather,47
0.547,0.679,10,-6.167,0,0.0595,0.61,1.42e-05,0.111,0.288,122.696,220293,4,The Weeknd,7DKS0rX27cCEPsK0R6tFWS,Wasted Times,Rain,Weather,67
0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,226973,4,Rihanna,13xxBnXOuiBxVxJI458B0i,Unfaithful,Rain,Weather,71
0.637,0.73,5,-5.38,0,0.0877,0.322,0.0,0.0982,0.731,93.867,219000,4,Rihanna,669Zz4glMcFwFl1BRltkXP,Hate That I Love You,Rain,Weather,59
0.474,0.576,7,-3.979,1,0.0342,0.219,0.0,0.121,0.32,169.898,251600,4,Rihanna,2dPOobBArCJotBAs0ThXqL,California King Bed,Rain,Weather,46
0.768,0.428,1,-8.156,0,0.0459,0.0489,0.000491,0.105,0.147,110.478,174307,4,PARTYNEXTDOOR,2SWbnWSe1onmbllRAU46uo,PERSIAN RUGS,Rain,Weather,71
0.569,0.299,11,-8.603,1,0.275,0.739,0.0,0.054,0.505,81.049,198160,4,SZA,4h6ViRoztTBpWcJ1zFT9Zg,20 Something,Rain,Weather,73
0.589,0.507,0,-7.085,1,0.0661,0.271,0.0,0.335,0.33,144.137,193467,4,Giveon,51Ful1v7b81FchIFFTAQ05,World We Created,Rain,Weather,57
